tax_code,description
6204 59,– –Of other textile materials:  
6204 59 10,– – – Of artificial fibres 12 p/st
6204 59 90,– – – Of other textile materials 12 p/st
6204 61,– –Of wool or fine animal hair:  
6204 61 10,– – – Trousers and breeches 12 p/st
6204 61 85,– – – Other 12 p/st
6204 62,– –Of cotton:  
6204 62 11,– – – – Industrial and occupational 12 p/st
6204 62 31,– – – – – Of denim 12 p/st
6204 62 33,– – – – – Of cut corduroy 12 p/st
6204 62 39,– – – – – Other 12 p/st
6204 62 51,– – – – Industrial and occupational 12 p/st
6204 62 59,– – – – Other 12 p/st
6204 62 90,– – – Other 12 p/st
6204 63,– –Of synthetic fibres:  
6204 63 11,– – – – Industrial and occupational 12 p/st
6204 63 18,– – – – Other 12 p/st
6204 63 31,– – – – Industrial and occupational 12 p/st
6204 63 39,– – – – Other 12 p/st
6204 63 90,– – – Other 12 p/st
6204 69,– –Of other textile materials:  
6204 69 11,– – – – – Industrial and occupational 12 p/st
6204 69 18,– – – – – Other 12 p/st
6204 69 31,– – – – – Industrial and occupational 12 p/st
6204 69 39,– – – – – Other 12 p/st
6204 69 50,– – – – Other 12 p/st
6204 69 90,– – – Of other textile materials 12 p/st
6205,Men's or boys' shirts:  
6205 20 00,–Of cotton 12 p/st
6205 30 00,–Of man-made fibres 12 p/st
6205 90,–Of other textile materials:  
6205 90 10,– – Of flax or ramie 12 p/st
6205 90 80,– – Of other textile materials 12 p/st
6206,"Women's or girls' blouses, shirts and shirt-blouses:  "
6206 10 00,–Of silk or silk waste 12 p/st
6206 20 00,–Of wool or fine animal hair 12 p/st
6206 30 00,–Of cotton 12 p/st
6206 40 00,–Of man-made fibres 12 p/st
6206 90,–Of other textile materials:  
6206 90 10,– – Of flax or ramie 12 p/st
6206 90 90,– – Of other textile materials 12 p/st
6207,"Men's or boys' singlets and other vests, underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar articles:  "
6207 11 00,– –Of cotton 12 p/st
6207 19 00,– –Of other textile materials 12 p/st
6207 21 00,– –Of cotton 12 p/st
6207 22 00,– –Of man-made fibres 12 p/st
6207 29 00,– –Of other textile materials 12 p/st
6207 91 00,– –Of cotton 12 —
6207 99,– –Of other textile materials:  
6207 99 10,– – – Of man-made fibres 12 —
6207 99 90,– – – Of other textile materials 12 —
6208,"Women's or girls' singlets and other vests, slips, petticoats, briefs, panties, nightdresses, pyjamas, négligés, bathrobes, dressing gowns and similar articles:  "
6208 11 00,– –Of man-made fibres 12 p/st
6208 19 00,– –Of other textile materials 12 p/st
6208 21 00,– –Of cotton 12 p/st
6208 22 00,– –Of man-made fibres 12 p/st
6208 29 00,– –Of other textile materials 12 p/st
6208 91 00,– –Of cotton 12 —
6208 92 00,– –Of man-made fibres 12 —
6208 99 00,– –Of other textile materials 12 —
6209,Babies' garments and clothing accessories:  
6209 20 00,"–Of cotton 10,5 —"
6209 30 00,"–Of synthetic fibres 10,5 —"
6209 90,–Of other textile materials:  
6209 90 10,"– – Of wool or fine animal hair 10,5 —"
6209 90 90,"– – Of other textile materials 10,5 —"
6210,"Garments, made up of fabrics of heading 5602 , 5603 , 5903 , 5906  or 5907 :  "
6210 10,–Of fabrics of heading 5602  or 5603 :  
6210 10 10,– – Of fabrics of heading 5602 12 —
6210 10 92,"– – – Single-use gowns, of a kind used by patients or surgeons during surgical procedures 12 —"
6210 10 98,– – – Other 12 —
6210 20 00,"–Other garments, of the type described in heading 6201 12 p/st"
6210 30 00,"–Other garments, of the type described in heading 6202 12 p/st"
6210 40 00,–Other men's or boys' garments 12 —
6210 50 00,–Other women's or girls' garments 12 —
6211,"Tracksuits, ski suits and swimwear; other garments:  "
6211 11 00,– –Men's or boys' 12 p/st
6211 12 00,– –Women's or girls' 12 p/st
6211 20 00,–Ski suits 12 p/st
6211 32,– –Of cotton:  
6211 32 10,– – – Industrial and occupational clothing 12 —
6211 32 31,– – – – With an outer shell of a single identical fabric 12 p/st
6211 32 41,– – – – – Upper parts 12 p/st
6211 32 42,– – – – – Lower parts 12 p/st
6211 32 90,– – – Other 12 —
6211 33,– –Of man-made fibres:  
6211 33 10,– – – Industrial and occupational clothing 12 —
6211 33 31,– – – – With an outer shell of a single identical fabric 12 p/st
6211 33 41,– – – – – Upper parts 12 p/st
6211 33 42,– – – – – Lower parts 12 p/st
6211 33 90,– – – Other 12 —
6211 39 00,– –Of other textile materials 12 —
6211 42,– –Of cotton:  
6211 42 10,"– – – Aprons, overalls, smock-overalls and other industrial and occupational clothing (whether or not also suitable for domestic use) 12 —"
6211 42 31,– – – – With an outer shell of a single identical fabric 12 p/st
6211 42 41,– – – – – Upper parts 12 p/st
6211 42 42,– – – – – Lower parts 12 p/st
6211 42 90,– – – Other 12 —
6211 43,– –Of man-made fibres:  
6211 43 10,"– – – Aprons, overalls, smock-overalls and other industrial and occupational clothing (whether or not also suitable for domestic use) 12 —"
6211 43 31,– – – – With an outer shell of a single identical fabric 12 p/st
6211 43 41,– – – – – Upper parts 12 p/st
6211 43 42,– – – – – Lower parts 12 p/st
6211 43 90,– – – Other 12 —
6211 49 00,– –Of other textile materials 12 —
6212,"Brassières, girdles, corsets, braces, suspenders, garters and similar articles and parts thereof, whether or not knitted or crocheted:  "
6212 10,–Brassières:  
6212 10 10,"– – In a set made up for retail sale containing a brassière and a pair of briefs 6,5 p/st"
6212 10 90,"– – Other 6,5 p/st"
6212 20 00,"–Girdles and panty girdles 6,5 p/st"
6212 30 00,"–Corselettes 6,5 p/st"
6212 90 00,"–Other 6,5 —"
6213,Handkerchiefs:  
6213 20 00,–Of cotton 10 p/st
6213 90 00,–Of other textile materials 10 p/st
6214,"Shawls, scarves, mufflers, mantillas, veils and the like:  "
6214 10 00,–Of silk or silk waste 8 p/st
6214 20 00,–Of wool or fine animal hair 8 p/st
6214 30 00,–Of synthetic fibres 8 p/st
6214 40 00,–Of artificial fibres 8 p/st
6214 90 00,–Of other textile materials 8 p/st
6215,"Ties, bow ties and cravats:  "
6215 10 00,"–Of silk or silk waste 6,3 p/st"
6215 20 00,"–Of man-made fibres 6,3 p/st"
6215 90 00,"–Of other textile materials 6,3 p/st"
6216 00 00,"Gloves, mittens and mitts 7,6 pa"
6217,"Other made-up clothing accessories; parts of garments or of clothing accessories, other than those of heading 6212 :  "
6217 10 00,"–Accessories 6,3 —"
6217 90 00,–Parts 12 —
6301,Blankets and travelling rugs:  
6301 10 00,"–Electric blankets 6,9 p/st"
6301 20,"–Blankets (other than electric blankets) and travelling rugs, of wool or of fine animal hair:  "
6301 20 10,– – Knitted or crocheted 12 p/st
6301 20 90,– – Other 12 p/st
6301 30,"–Blankets (other than electric blankets) and travelling rugs, of cotton:  "
6301 30 10,– – Knitted or crocheted 12 p/st
6301 30 90,"– – Other 7,5 p/st"
6301 40,"–Blankets (other than electric blankets) and travelling rugs, of synthetic fibres:  "
6301 40 10,– – Knitted or crocheted 12 p/st
6301 40 90,– – Other 12 p/st
6301 90,–Other blankets and travelling rugs:  
6301 90 10,– – Knitted or crocheted 12 p/st
6301 90 90,– – Other 12 p/st
6302,"Bed linen, table linen, toilet linen and kitchen linen:  "
6302 10 00,"–Bed linen, knitted or crocheted 12 —"
6302 21 00,– –Of cotton 12 —
6302 22,– –Of man-made fibres:  
6302 22 10,"– – – Nonwovens 6,9 —"
6302 22 90,– – – Other 12 —
6302 29,– –Of other textile materials:  
6302 29 10,– – – Of flax or ramie 12 —
6302 29 90,– – – Of other textile materials 12 —
6302 31 00,– –Of cotton 12 —
6302 32,– –Of man-made fibres:  
6302 32 10,"– – – Nonwovens 6,9 —"
6302 32 90,– – – Other 12 —
6302 39,– –Of other textile materials:  
6302 39 20,– – – Of flax or ramie 12 —
6302 39 90,– – – Of other textile materials 12 —
6302 40 00,"–Table linen, knitted or crocheted 12 —"
6302 51 00,– –Of cotton 12 —
6302 53,– –Of man-made fibres:  
6302 53 10,"– – – Nonwovens 6,9 —"
6302 53 90,– – – Other 12 —
6302 59,– –Of other textile materials:  
6302 59 10,– – – Of flax 12 —
6302 59 90,– – – Other 12 —
6302 60 00,"–Toilet linen and kitchen linen, of terry towelling or similar terry fabrics, of cotton 12 —"
6302 91 00,– –Of cotton 12 —
6302 93,– –Of man-made fibres:  
6302 93 10,"– – – Nonwovens 6,9 —"
6302 93 90,– – – Other 12 —
6302 99,– –Of other textile materials:  
6302 99 10,– – – Of flax 12 —
6302 99 90,– – – Other 12 —
6303,Curtains (including drapes) and interior blinds; curtain or bed valances:  
6303 12 00,– –Of synthetic fibres 12 m2
6303 19 00,– –Of other textile materials 12 m2
6303 91 00,– –Of cotton 12 m2
6303 92,– –Of synthetic fibres:  
6303 92 10,"– – – Nonwovens 6,9 m2"
6303 92 90,– – – Other 12 m2
6303 99,– –Of other textile materials:  
6303 99 10,"– – – Nonwovens 6,9 m2"
6303 99 90,– – – Other 12 m2
6304,"Other furnishing articles, excluding those of heading 9404 :  "
6304 11 00,– –Knitted or crocheted 12 p/st
6304 19,– –Other:  
6304 19 10,– – – Of cotton 12 p/st
6304 19 30,– – – Of flax or ramie 12 p/st
6304 19 90,– – – Of other textile materials 12 p/st
6304 20 00,–Bed nets specified in subheading note 1 to this chapter 12 p/st
6304 91 00,– –Knitted or crocheted 12 —
6304 92 00,"– –Not knitted or crocheted, of cotton 12 —"
6304 93 00,"– –Not knitted or crocheted, of synthetic fibres 12 —"
6304 99 00,"– –Not knitted or crocheted, of other textile materials 12 —"
6305,"Sacks and bags, of a kind used for the packing of goods:  "
6305 10,–Of jute or of other textile bast fibres of heading 5303 :  
6305 10 10,– – Used 2 —
6305 10 90,– – Other 4 —
6305 20 00,"–Of cotton 7,2 —"
6305 32,– –Flexible intermediate bulk containers:  
6305 32 11,– – – – Knitted or crocheted 12 —
6305 32 19,"– – – – Other 7,2 —"
6305 32 90,"– – – Other 7,2 —"
6305 33,"– –Other, of polyethylene or polypropylene strip or the like:  "
6305 33 10,– – – Knitted or crocheted 12 —
6305 33 90,"– – – Other 7,2 —"
6305 39 00,"– –Other 7,2 —"
6305 90 00,"–Of other textile materials 6,2 —"
6306,"Tarpaulins, awnings and sunblinds; tents (including temporary canopies and similar articles); sails for boats, sailboards or landcraft; camping goods:  "
6306 12 00,– –Of synthetic fibres 12 —
6306 19 00,– –Of other textile materials 12 —
6306 22 00,– –Of synthetic fibres 12 —
6306 29 00,– –Of other textile materials 12 —
6306 30 00,–Sails 12 —
6306 40 00,–Pneumatic mattresses 12 p/st
6306 90 00,–Other 12 —
6307,"Other made-up articles, including dress patterns:  "
6307 10,"–Floorcloths, dishcloths, dusters and similar cleaning cloths:  "
6307 10 10,– – Knitted or crocheted 12 —
6307 10 30,"– – Nonwovens 6,9 —"
6307 10 90,"– – Other 7,7 —"
6307 20 00,"–Life jackets and lifebelts 6,3 —"
6307 90,–Other:  
6307 90 10,– – Knitted or crocheted 12 —
6307 90 91,"– – – Of felt 6,3 —"
6307 90 92,"– – – – Single-use drapes made up of fabrics of heading 5603 , of a kind used during surgical procedures 6,3 —"
6307 90 93,"– – – – – Filtering facepieces (FFP) according to EN149; other masks conforming to a similar standard for masks as respiratory protective devices to protect against particles(70) 6,3 p/st"
6307 90 95,"– – – – – Other(70) 6,3 p/st"
6307 90 98,"– – – – Other 6,3 —"
6308 00 00,"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into rugs, tapestries, embroidered tablecloths or serviettes, or similar textile articles, put up in packings for retail sale 12 —"
6309 00 00,"Worn clothing and other worn articles 5,3 —"
6310,"Used or new rags, scrap twine, cordage, rope and cables and worn-out articles of twine, cordage, rope or cables, of textile materials:  "
6310 10 00,–Sorted Free —
6310 90 00,–Other Free —
6401,"Waterproof footwear with outer soles and uppers of rubber or of plastics, the uppers of which are neither fixed to the sole nor assembled by stitching, riveting, nailing, screwing, plugging or similar processes:  "
6401 10 00,–Footwear incorporating a protective metal toecap 17 pa
6401 92,– –Covering the ankle but not covering the knee:  
6401 92 10,– – – With uppers of rubber 17 pa
6401 92 90,– – – With uppers of plastics 17 pa
6401 99 00,– –Other 17 pa
6402,Other footwear with outer soles and uppers of rubber or plastics:  
6402 12,"– –Ski-boots, cross-country ski footwear and snowboard boots:  "
6402 12 10,– – – Ski-boots and cross-country ski footwear 17 pa
6402 12 90,– – – Snowboard boots 17 pa
6402 19 00,"– –Other 16,9 pa"
6402 20 00,–Footwear with upper straps or thongs assembled to the sole by means of plugs 17 pa
6402 91,– –Covering the ankle:  
6402 91 10,– – – Incorporating a protective metal toecap 17 pa
6402 91 90,"– – – Other 16,9 pa"
